"url","address","capital_value","land_value","improvement_value","price","price_on","decade_built","category_type","building_construction","building_condition","num_bedrooms","bath_estimate","num_bathrooms","bed_estimate","floor_area","land_area","has_deck","contour","suburb_name","view_scope","view_type","lat","lng","distance_total_transit","distance_walking_transit","duration_transit","distance_total_driving","distance_walking_driving","duration_driving","distance_total_bicycling","distance_walking_bicycling","duration_bicycling","distance_total_supermarket","duration_supermarket"
"","<redacted>",403000,185000,235000,642000,"2017-12-02 00:00:00",1970,"house","WI","AA",NULL,2,NULL,3,150,405,1,"easy_to_moderate_rise","Johnsonville","moderate","other",-41.2176608433126,174.80477470251574,12073,518,2691,12073,518,2691,12073,518,2691,12073,2691
"","<redacted>",557000,241000,316000,655000,"2017-11-28 00:00:00",1910,"house","WI","AA",NULL,2,NULL,3,140,438,1,"level","Melling","none","none",-41.206707953580235,174.89345279621674,17220,1113,2943,17220,1113,2943,17220,1113,2943,17220,2943
"","<redacted>",592000,236000,367000,609000,"2017-11-28 00:00:00",1960,"house","WI","AA",5,2,NULL,4,239,981,1,"level","Pinehaven","none","none",-41.15850326656253,175.016189698239,31757,2194,4484,31757,2194,4484,31757,2194,4484,31757,4484
"","<redacted>",397000,108000,289000,456000,"2017-11-30 00:00:00",1990,"townhouse","RT","AA",3,2,NULL,3,150,291,1,"level","Paparangi",NULL,"other",-41.21935192363206,174.82124711437655,12544,722,2830,12544,722,2830,12544,722,2830,12544,2830
"","<redacted>",479000,140000,343000,488000,"2017-11-29 00:00:00",1980,"house","FI","GG",NULL,2,NULL,4,210,510,1,"level","Stokes valley",NULL,"other",-41.16751208013719,174.97537856687785,29416,351,3500,29416,351,3500,29416,351,3500,29416,3500
"","<redacted>",394000,126000,268000,459000,"2017-11-30 00:00:00",1950,"house","WI","AA",3,1,NULL,3,100,548,0,"level","Stokes valley","none","none",-41.17529071960885,174.9894831511527,31736,688,4104,31736,688,4104,31736,688,4104,31736,4104
"","<redacted>",383000,135000,242000,598000,"2017-12-04 00:00:00",1950,"house","XI","AA",NULL,2,NULL,3,160,632,1,"easy_to_moderate_rise","Tawa","slight","other",-41.17939411475213,174.82523356398394,15866,864,2070,15866,864,2070,15866,864,2070,15866,2070
"","<redacted>",628000,406000,227000,936000,"2017-12-06 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,100,597,1,"easy_to_moderate_rise","Seatoun","moderate","water",-41.32544725776014,174.83451203969986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",545000,308000,241000,854000,"2017-12-05 00:00:00",1920,"house","WF","AF",NULL,1,NULL,3,120,640,0,"level","Island bay","none","none",-41.340251629716526,174.77663359379886,6789,467,1408,6789,467,1408,6789,467,1408,6789,1408
"","<redacted>",668000,225000,452000,985500,"2017-12-05 00:00:00",1940,"house","WT","GG",3,1,NULL,3,112,485,1,"easy_to_moderate_rise","Khandallah","slight","other",-41.24107190818577,174.8003389909625,10523,784,2354,10523,784,2354,10523,784,2354,10523,2354
"","<redacted>",583000,337000,256000,508000,"2017-12-06 00:00:00",1920,"house","CT","AA",NULL,1,NULL,3,130,506,0,"level","Alicetown","none","none",-41.2180806388896,174.8910992782076,16070,662,2561,16070,662,2561,16070,662,2561,16070,2561
"","<redacted>",577000,391000,185000,837100,"2017-12-04 00:00:00",1950,"house","WI","AA",NULL,1,NULL,3,100,528,1,"steep_rise","Hataitai","moderate","water",-41.295640412838175,174.79969186943518,3023,576,1007,3023,576,1007,3023,576,1007,3023,1007
"","<redacted>",547000,294000,257000,591000,"2017-11-30 00:00:00",1960,NULL,"BI","AA",NULL,1,NULL,3,110,995,0,"level","Maungaraki",NULL,NULL,-41.2101517706314,174.88563597696057,16020,614,3366,16020,614,3366,16020,614,3366,16020,3366
"","<redacted>",396000,169000,238000,608151,"2017-12-03 00:00:00",1980,"house","FI","AA",NULL,1,NULL,3,100,842,1,"easy_to_moderate_rise","Grenada village","none","none",-41.20807041124394,174.81515657043158,15210,581,3449,15210,581,3449,15210,581,3449,15210,3449
"","<redacted>",311000,165000,150000,379000,"2017-12-07 00:00:00",1940,"house","CT","AA",NULL,1,NULL,3,80,558,0,"level","Taita","none","none",-41.18808836397563,174.95087044585722,23808,949,3012,23808,949,3012,23808,949,3012,23808,3012
"","<redacted>",312000,180000,143000,480000,"2017-12-08 00:00:00",1940,"house","BT","AG",NULL,1,NULL,3,80,697,0,"level","Taita","none","none",-41.18196809754584,174.95511092753753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",558000,220000,344000,710000,"2017-11-30 00:00:00",1970,"house","XT","GG",NULL,2,NULL,4,230,635,0,"level","Tawa","none","none",-41.17492792293253,174.81391578527536,17140,1606,2988,17140,1606,2988,17140,1606,2988,17140,2988
"","<redacted>",565000,196000,374000,679000,"2017-12-04 00:00:00",1950,NULL,"WM","GG",3,2,NULL,4,190,683,0,"easy_to_moderate_rise","Johnsonville",NULL,NULL,-41.23043630602515,174.80046759724894,11604,534,2488,11604,534,2488,11604,534,2488,11604,2488
"","<redacted>",620000,401000,218000,1256000,"2017-12-01 00:00:00",1890,"house","WT","AA",NULL,1,NULL,3,120,266,1,"steep_rise","Mount victoria","moderate","water",-41.29133731040235,174.7894118223763,1148,788,679,1148,788,679,1148,788,679,1148,679
"","<redacted>",534000,243000,292000,637000,"2017-12-03 00:00:00",1900,NULL,"WI","PA",NULL,2,NULL,3,155,433,1,"steep_fall","Melrose",NULL,NULL,-41.31678835479628,174.78304284868574,4572,643,1363,4572,643,1363,4572,643,1363,4572,1363
"","<redacted>",469000,184000,292000,541000,"2017-12-04 00:00:00",1970,"house","WI","AA",NULL,1,NULL,3,110,506,0,"level","Kelson","slight","other",-41.1859706453565,174.9329435338565,24105,324,3284,24105,324,3284,24105,324,3284,24105,3284
"","<redacted>",548000,291000,252000,698000,"2017-12-07 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,110,460,0,"easy_to_moderate_rise","Brooklyn","slight","water",-41.30675215515389,174.75852264406402,3582,1315,1521,3582,1315,1521,3582,1315,1521,3582,1521
"","<redacted>",248000,121000,134000,344000,"2017-11-30 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,90,608,0,"level","Wainuiomata","none","none",-41.26343156389031,174.94840116334177,28946,943,4078,28946,943,4078,28946,943,4078,28946,4078
"","<redacted>",669000,213000,459000,831000,"2017-12-03 00:00:00",1900,"house","WI","GG",NULL,2,NULL,3,140,455,1,"steep_fall","Aro valley","moderate","other",-41.295049742764206,174.77168454635975,1755,1187,1037,1755,1187,1037,1755,1187,1037,1755,1037
"","<redacted>",670000,476000,209000,703000,"2017-12-01 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,110,506,1,"level","Hutt central","none","none",-41.20278644246217,174.9267036814335,19413,1240,2919,19413,1240,2919,19413,1240,2919,19413,2919
"","<redacted>",952000,644000,314000,976000,"2017-12-08 00:00:00",1930,"house","WI","GG",NULL,2,NULL,3,150,872,1,"level","Petone","none","none",-41.2188511170204,174.89781226736324,15566,1012,2613,15566,1012,2613,15566,1012,2613,15566,2613
"","<redacted>",593000,216000,383000,654500,"2017-12-09 00:00:00",1990,"house","FT","GG",NULL,2,NULL,4,220,501,1,"easy_to_moderate_rise","Normandale",NULL,"water",-41.20616846749733,174.8966063626073,20070,778,4074,20070,778,4074,20070,778,4074,20070,4074
"","<redacted>",348000,131000,222000,450000,"2017-12-05 00:00:00",1950,"house","WI","AA",4,1,NULL,3,140,809,0,"level","Wainuiomata","none","none",-41.245754344641796,174.94971168346783,27456,528,3632,27456,528,3632,27456,528,3632,27456,3632
"","<redacted>",569000,206000,360000,786500,"2017-12-06 00:00:00",1920,"house","WI","FA",NULL,2,NULL,3,150,557,1,"easy_to_moderate_rise","Mornington","moderate","other",-41.316125818910194,174.76483877814874,4975,661,1400,4975,661,1400,4975,661,1400,4975,1400
"","<redacted>",604000,162000,447000,928000,"2017-12-06 00:00:00",2000,"townhouse","WI","GG",5,2,NULL,4,198,117,1,"level","Aro valley","none","none",-41.298717296157726,174.76041773405004,1851,1210,1030,1851,1210,1030,1851,1210,1030,1851,1030
"","<redacted>",466000,261000,207000,857000,"2017-12-02 00:00:00",1960,"house","WI","AA",NULL,2,NULL,3,140,606,1,"level","Karori","moderate","other",-41.27575532959021,174.73300989686123,7798,952,2067,7798,952,2067,7798,952,2067,7798,2067
"","<redacted>",388000,124000,268000,591000,"2017-12-05 00:00:00",1960,"house","WT","GG",NULL,1,NULL,3,100,912,1,"easy_to_moderate_rise","Brooklyn","none","none",-41.32306301422349,174.76123826754437,9959,1148,2540,9959,1148,2540,9959,1148,2540,9959,2540
"","<redacted>",632000,280000,363000,593000,"2017-12-04 00:00:00",1910,"house","WI","AA",NULL,1,NULL,2,70,248,1,"level","Petone","none","none",-41.22472119762627,174.88198630168787,14424,804,2351,14424,804,2351,14424,804,2351,14424,2351
"","<redacted>",368000,173000,193000,477000,"2017-12-02 00:00:00",1940,"house","WT","AA",NULL,1,NULL,3,90,844,0,"level","Naenae","none","none",-41.19317762688143,174.95168233994409,23746,1052,3038,23746,1052,3038,23746,1052,3038,23746,3038
"","<redacted>",454000,189000,264000,648000,"2017-12-01 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,180,873,1,"easy_to_moderate_fall","Johnsonville",NULL,"other",-41.21629837036759,174.7971126679891,12691,940,3136,12691,940,3136,12691,940,3136,12691,3136
"","<redacted>",297000,151000,156000,447000,"2017-12-08 00:00:00",1950,"house","WT","AA",NULL,1,NULL,3,90,610,0,"level","Taita","slight","other",-41.17715573142925,174.961771357016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",588000,208000,385000,781000,"2017-12-07 00:00:00",1920,"house","WI","FG",NULL,1,NULL,3,110,395,1,"easy_to_moderate_rise","Aro valley","slight","other",-41.29189394570568,174.7622103440929,2026,1190,1085,2026,1190,1085,2026,1190,1085,2026,1085
"","<redacted>",421000,45000,388000,567000,"2017-12-09 00:00:00",2010,"townhouse","WI","GG",3,1,NULL,3,110,149,1,"level","Johnsonville","none","none",-41.235825926695625,174.80349957777275,11517,806,2618,11517,806,2618,11517,806,2618,11517,2618
"","<redacted>",431000,223000,211000,655500,"2017-12-03 00:00:00",1970,NULL,"WI","AA",4,1,NULL,3,140,635,1,"easy_to_moderate_rise","Johnsonville",NULL,NULL,-41.22031323752328,174.79607883843366,13242,1260,3136,13242,1260,3136,13242,1260,3136,13242,3136
"","<redacted>",392000,372000,23000,506000,"2017-12-08 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,110,382,0,"easy_to_moderate_fall","Kilbirnie","none","none",-41.323452143459,174.7894474639925,4664,294,1090,4664,294,1090,4664,294,1090,4664,1090
"","<redacted>",408000,136000,280000,618811,"2017-12-10 00:00:00",1950,"house","WI","AA",NULL,1,NULL,3,80,605,1,"easy_to_moderate_rise","Karori","moderate","other",-41.28977683872535,174.7177763615206,8500,598,2020,8500,598,2020,8500,598,2020,8500,2020
"","<redacted>",337000,133000,213000,357000,"2017-12-11 00:00:00",1950,"house","BT","AA",NULL,1,NULL,3,100,545,1,"level","Stokes valley","slight","other",-41.172061179949736,174.98606933867572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",347000,125000,216000,432000,"2017-12-05 00:00:00",1950,"house","WT","AA",NULL,1,NULL,3,110,809,0,"level","Wainuiomata","none","none",-41.26171345683147,174.9300956156681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",319000,142000,186000,453000,"2017-12-02 00:00:00",1980,"house","FT","AA",NULL,2,NULL,3,150,527,0,"easy_to_moderate_rise","Stokes valley","none","none",-41.17136185091075,174.9747403621877,28082,549,3506,28082,549,3506,28082,549,3506,28082,3506
"","<redacted>",592000,296000,296000,784000,"2017-12-03 00:00:00",1920,"house","WT","FA",3,2,NULL,3,129,632,1,"level","Boulcott","none","none",-41.20131401557254,174.91290472453582,18420,1249,3339,18420,1249,3339,18420,1249,3339,18420,3339
"","<redacted>",371000,148000,234000,558000,"2017-12-12 00:00:00",1980,"house","FI","AA",NULL,1,NULL,3,80,693,1,"easy_to_moderate_rise","Newlands","moderate","other",-41.22580036173963,174.8096533795608,11176,871,2723,11176,871,2723,11176,871,2723,11176,2723
"","<redacted>",495000,196000,303000,755000,"2017-12-07 00:00:00",1990,"house","RT","GG",NULL,2,NULL,4,170,448,1,"level","Churton park","none","none",-41.20447351972457,174.80528396817368,14019,675,3305,14019,675,3305,14019,675,3305,14019,3305
"","<redacted>",425000,155000,272000,619750,"2017-12-10 00:00:00",1950,"house","RT","AA",3,2,NULL,4,190,939,1,"easy_to_moderate_rise","Tawa","moderate","other",-41.17267526763348,174.81384350816188,17583,1273,2902,17583,1273,2902,17583,1273,2902,17583,2902
"","<redacted>",266000,118000,146000,398000,"2017-12-07 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,90,509,0,"level","Wainuiomata","none","none",-41.24726114905381,174.94993363591152,32260,684,4375,32260,684,4375,32260,684,4375,32260,4375
"","<redacted>",391000,185000,221000,404300,"2017-12-12 00:00:00",1950,"house","WI","AA",NULL,2,NULL,3,130,482,0,"easy_to_moderate_rise","Johnsonville","moderate","other",-41.21391896117864,174.80630236003233,12193,638,2819,12193,638,2819,12193,638,2819,12193,2819
"","<redacted>",331000,121000,207000,451000,"2017-12-07 00:00:00",1960,"house","WI","AA",4,1,NULL,3,130,610,1,"steep_rise","Newlands","moderate","other",-41.22843265661781,174.82007220015478,10891,267,2024,10891,267,2024,10891,267,2024,10891,2024
"","<redacted>",472000,343000,139000,544000,"2017-12-03 00:00:00",1950,"house","WI","AA",NULL,1,NULL,3,120,766,1,"level","Avalon","none","none",-41.193406294368415,174.94235753346527,21489,589,3448,21489,589,3448,21489,589,3448,21489,3448
"","<redacted>",375000,110000,277000,573000,"2017-12-05 00:00:00",1940,"house","WI","AA",4,1,NULL,3,102,379,1,"easy_to_moderate_fall","Tawa","slight","other",-41.1542008617752,174.83639050114232,18496,897,2750,18496,897,2750,18496,897,2750,18496,2750
"","<redacted>",432000,180000,264000,712000,"2017-12-05 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,130,750,1,"steep_rise","Karori","moderate","other",-41.2765215171644,174.7360614520643,7897,1051,2135,7897,1051,2135,7897,1051,2135,7897,2135
"","<redacted>",564000,167000,402000,781000,"2017-12-07 00:00:00",1980,NULL,"WI","GG",4,2,NULL,3,198,611,1,"level","Churton park",NULL,NULL,-41.20722272030191,174.81746269724744,16979,772,2850,16979,772,2850,16979,772,2850,16979,2850
"","<redacted>",664000,341000,334000,808000,"2017-12-11 00:00:00",1910,"house","XI","AA",NULL,2,NULL,3,120,306,1,"steep_rise","Aro valley","slight","other",-41.301134428550206,174.76563814785607,1372,882,766,1372,882,766,1372,882,766,1372,766
"","<redacted>",435000,166000,276000,673000,"2017-12-08 00:00:00",1980,"house","FT","AA",NULL,2,NULL,3,148,601,1,"easy_to_moderate_fall","Grenada village","slight","other",-41.203829191292556,174.8231527164391,15924,971,3921,15924,971,3921,15924,971,3921,15924,3921
"","<redacted>",278000,116000,168000,374000,"2017-12-08 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,100,532,0,"level","Wainuiomata","none","none",-41.25804595861923,174.95738096217755,29085,1082,4178,29085,1082,4178,29085,1082,4178,29085,4178
"","<redacted>",373000,225000,155000,553000,"2017-12-07 00:00:00",1900,"house","RI","AG",NULL,1,NULL,3,90,281,0,"steep_rise","Brooklyn","slight","water",-41.30407934088061,174.75542975771486,3448,1007,1344,3448,1007,1344,3448,1007,1344,3448,1344
"","<redacted>",528000,190000,344000,737000,"2017-12-11 00:00:00",2000,"house","WI","GG",NULL,2,NULL,4,180,481,1,"easy_to_moderate_rise","Churton park","none","none",-41.210574656052884,174.80019631065602,14024,1136,3738,14024,1136,3738,14024,1136,3738,14024,3738
"","<redacted>",672000,312000,365000,1101100,"2017-12-11 00:00:00",1920,"house","WI","AG",NULL,2,NULL,3,143,493,1,"level","Island bay","none","none",-41.33282625842674,174.76912804836155,6580,192,1224,6580,192,1224,6580,192,1224,6580,1224
"","<redacted>",462000,164000,311000,812000,"2017-12-08 00:00:00",1940,"house","WT","AA",NULL,1,NULL,3,110,773,1,"level","Karori","moderate","other",-41.282926206657315,174.72480816545811,8680,779,2152,8680,779,2152,8680,779,2152,8680,2152
"","<redacted>",530000,300000,233000,693000,"2017-12-06 00:00:00",1950,"house","RT","GA",NULL,2,NULL,3,140,1015,1,"easy_to_moderate_rise","Island bay",NULL,"water",-41.34893935013878,174.77677776999403,7125,656,1567,7125,656,1567,7125,656,1567,7125,1567
"","<redacted>",343000,134000,211000,445000,"2017-12-10 00:00:00",1950,"house","WI","AA",3,1,NULL,3,120,842,1,"level","Wainuiomata","none","none",-41.25875985885081,174.94438141967558,28821,612,3851,28821,612,3851,28821,612,3851,28821,3851
"","<redacted>",501000,220000,286000,638000,"2017-12-07 00:00:00",2000,"townhouse","RT","GG",NULL,2,NULL,3,180,334,1,"easy_to_moderate_fall","Churton park",NULL,"other",-41.20553350910526,174.7981250151777,14302,594,3347,14302,594,3347,14302,594,3347,14302,3347
"","<redacted>",944000,288000,669000,1313413,"2017-12-11 00:00:00",1940,"house","RT","GG",5,2,NULL,4,210,987,1,"steep_fall","Miramar","moderate","other",-41.319550467326316,174.82126094225927,6940,581,1398,6940,581,1398,6940,581,1398,6940,1398
"","<redacted>",438000,210000,236000,724500,"2017-12-11 00:00:00",1990,"house","FT","AA",NULL,2,NULL,3,140,314,1,"level","Johnsonville","slight","other",-41.21922486204371,174.80363065723768,13155,994,3037,13155,994,3037,13155,994,3037,13155,3037
"","<redacted>",295000,134000,174000,362000,"2017-12-08 00:00:00",1950,"house","WT","AA",NULL,1,NULL,3,100,809,0,"level","Wainuiomata","none","none",-41.25811589335345,174.93765436744843,25475,781,3545,25475,781,3545,25475,781,3545,25475,3545
"","<redacted>",652000,199000,458000,933000,"2017-12-06 00:00:00",1910,"house","XI","AA",NULL,2,NULL,3,160,647,1,"easy_to_moderate_rise","Lyall bay",NULL,"water",-41.33023226767246,174.79131628832448,6213.75,854,1705.5,6213.75,854,1705.5,6213.75,854,1705.5,6213.75,1705.5
"","<redacted>",407000,165000,253000,677000,"2017-12-09 00:00:00",1900,"house","WI","GA",NULL,1,NULL,3,110,474,1,"steep_fall","Brooklyn","moderate","other",-41.31154866241605,174.7646968454603,3525,1100,1482,3525,1100,1482,3525,1100,1482,3525,1482
"","<redacted>",663000,394000,271000,1079000,"2017-12-08 00:00:00",1900,"house","XI","GG",NULL,2,NULL,3,140,211,0,"easy_to_moderate_fall","Mount victoria","none","none",-41.29514296428792,174.78910520036257,1020,402,472,1020,402,472,1020,402,472,1020,472
"","<redacted>",320000,170000,159000,490000,"2017-12-13 00:00:00",1940,"house","FT","AA",NULL,1,NULL,3,100,594,1,"level","Taita","none","none",-41.171003737338935,174.95637709518263,24494,1127,3370,24494,1127,3370,24494,1127,3370,24494,3370
"","<redacted>",286000,127000,169000,387000,"2017-12-08 00:00:00",1970,"house","FI","AA",NULL,1,NULL,3,90,581,0,"level","Wainuiomata","none","none",-41.24716366095258,174.935674693607,25060,1354,3818,25060,1354,3818,25060,1354,3818,25060,3818
"","<redacted>",488000,190000,305000,755000,"2017-12-09 00:00:00",1980,"house","FI","AA",NULL,1,NULL,3,100,1436,1,"level","Karori","slight","other",-41.295125541727636,174.72439049889243,8792,839,2230,8792,839,2230,8792,839,2230,8792,2230
"","<redacted>",809000,575000,239000,995000,"2017-12-11 00:00:00",NULL,"house","WI","AA",NULL,3,NULL,5,250,341,1,"easy_to_moderate_rise","Kelburn","slight","water",-41.283597388509634,174.77186032740306,2485,927,1136,2485,927,1136,2485,927,1136,2485,1136
"","<redacted>",349000,84000,265000,547100,"2017-12-10 00:00:00",1920,"house","II","AA",2,1,NULL,2,74,221,1,"level","Newlands","none","none",-41.225872812790854,174.81802740559723,10707,402,2217,10707,402,2217,10707,402,2217,10707,2217
"","<redacted>",692000,284000,414000,1029500,"2017-12-11 00:00:00",1920,"house","WI","GG",NULL,2,NULL,3,150,555,1,"level","Karori","none","none",-41.28702543952517,174.74076665012913,7490,771,1867,7490,771,1867,7490,771,1867,7490,1867
"","<redacted>",414000,235000,183000,611000,"2017-12-11 00:00:00",1970,"house","WI","GG",NULL,2,NULL,4,210,519,1,"easy_to_moderate_fall","Johnsonville","slight","other",-41.22322296545844,174.79900991034276,12913,1110,2972,12913,1110,2972,12913,1110,2972,12913,2972
"","<redacted>",489000,132000,354000,419000,"2017-12-14 00:00:00",1990,"house","WT","AA",3,2,NULL,3,149,635,1,"steep_fall","Broadmeadows","moderate","water",-41.23444064761939,174.7940867785884,12081,883,2878,12081,883,2878,12081,883,2878,12081,2878
"","<redacted>",530000,252000,289000,792000,"2017-12-13 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,110,493,0,"easy_to_moderate_rise","Highbury","slight","water",-41.294522798900765,174.76073820226128,4879,766,1575,4879,766,1575,4879,766,1575,4879,1575
"","<redacted>",447000,133000,318000,649000,"2017-12-11 00:00:00",1980,"house","WI","GG",3,2,NULL,3,140,566,0,"easy_to_moderate_rise","Ngaio",NULL,"other",-41.239069916952296,174.7649320389376,9252,1460,2497,9252,1460,2497,9252,1460,2497,9252,2497
"","<redacted>",398000,139000,259000,579000,"2017-12-06 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,140,682,1,"level","Tawa","none","none",-41.166273622704814,174.82388938352267,17734,1196,2834,17734,1196,2834,17734,1196,2834,17734,2834
"","<redacted>",583000,175000,408000,677500,"2017-12-09 00:00:00",1970,"house","XT","AA",4,2,NULL,4,200,543,1,"level","Kelson","slight","other",-41.180810393467304,174.93094296006382,24618,574,3673,24618,574,3673,24618,574,3673,24618,3673
"","<redacted>",327000,205000,125000,352000,"2017-12-06 00:00:00",1950,"townhouse","WT","AA",NULL,1,NULL,2,70,227,0,"level","Waiwhetu","none","none",-41.22492915930627,174.92018080509368,18299,868,2823,18299,868,2823,18299,868,2823,18299,2823
"","<redacted>",365000,140000,234000,604000,"2017-12-12 00:00:00",1950,"house","WI","AA",NULL,1,NULL,3,120,713,0,"easy_to_moderate_rise","Tawa","moderate","other",-41.1814930351916,174.83069807942042,16202,1200,2322,16202,1200,2322,16202,1200,2322,16202,2322
"","<redacted>",690000,508000,182000,831000,"2017-12-11 00:00:00",1920,"house","WI","AA",NULL,2,NULL,3,140,607,0,"level","Eastbourne","none","none",-41.295203296449,174.8987612106495,25516,401,3395,25516,401,3395,25516,401,3395,25516,3395
"","<redacted>",378000,345000,31000,529275,"2017-12-13 00:00:00",1920,"house","WI","GG",2,1,NULL,2,48,412,1,"level","Breaker bay",NULL,"water",-41.33553756052064,174.82611172987325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",564000,261000,311000,919000,"2017-12-12 00:00:00",1920,"house","WI","GA",NULL,2,NULL,3,130,466,1,"level","Miramar","none","none",-41.323899585747306,174.82159484464037,6739,380,1230,6739,380,1230,6739,380,1230,6739,1230
"","<redacted>",519000,343000,180000,629000,"2017-12-09 00:00:00",1940,"house","BT","AA",4,1,NULL,3,120,756,0,"level","Waiwhetu","none","none",-41.22835849850127,174.91643260120728,22635,1020,3584,22635,1020,3584,22635,1020,3584,22635,3584
"","<redacted>",414000,122000,302000,607000,"2017-12-08 00:00:00",1950,NULL,"WI","AA",3,1,NULL,3,115,391,1,"easy_to_moderate_rise","Johnsonville",NULL,NULL,-41.227917489047144,174.79881962236013,11642,998,2670,11642,998,2670,11642,998,2670,11642,2670
"","<redacted>",585000,297000,292000,846336,"2017-12-14 00:00:00",1900,"house","WI","AA",3,1,NULL,3,104,316,1,"level","Newtown","none","none",-41.311810887838945,174.78120774535233,3655,388,974,3655,388,974,3655,388,974,3655,974
"","<redacted>",533000,264000,279000,587000,"2017-12-06 00:00:00",1980,"house","FT","AA",4,2,NULL,3,154,778,1,"level","Normandale","moderate","other",-41.208183479209126,174.89528555913714,18574,965,3394,18574,965,3394,18574,965,3394,18574,3394
"","<redacted>",314000,183000,142000,380000,"2017-12-06 00:00:00",1940,"townhouse","WI","AA",2,1,NULL,2,80,234,0,"level","Alicetown","none","none",-41.21715466933423,174.89322999848852,15486,688,2306,15486,688,2306,15486,688,2306,15486,2306
"","<redacted>",745000,259000,497000,846000,"2017-12-13 00:00:00",1940,"house","WI","GG",NULL,2,NULL,4,205,1012,1,"easy_to_moderate_fall","Belmont","moderate","other",-41.185957859340576,174.92746659542286,24143,936,4296,24143,936,4296,24143,936,4296,24143,4296
"","<redacted>",375000,190000,196000,588000,"2017-12-07 00:00:00",1970,"house","WI","GG",NULL,1,NULL,3,120,438,0,"easy_to_moderate_rise","Johnsonville","none","none",-41.220565068986865,174.79793277796878,12673,753,3069,12673,753,3069,12673,753,3069,12673,3069
"","<redacted>",599000,242000,351000,892000,"2017-12-10 00:00:00",1960,"house","WI","GG",NULL,2,NULL,3,140,370,0,"steep_rise","Wadestown","moderate","other",-41.25908968257354,174.78315638753247,4679,341,1348,4679,341,1348,4679,341,1348,4679,1348
"","<redacted>",523000,145000,382000,567500,"2017-12-10 00:00:00",1990,"house","WI","AA",3,1,NULL,3,160,1164,1,"easy_to_moderate_fall","Stokes valley","moderate","other",-41.19055957796134,174.98823474255903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",555000,390000,167000,832500,"2017-12-12 00:00:00",1900,"house","WI","AF",NULL,2,NULL,3,140,506,1,"easy_to_moderate_fall","Newtown","moderate","other",-41.313161854386955,174.776308491693,3344,538,988,3344,538,988,3344,538,988,3344,988
"","<redacted>",705000,439000,272000,889000,"2017-12-09 00:00:00",1960,"house","XI","AA",NULL,2,NULL,4,200,1667,1,"easy_to_moderate_rise","Point howard",NULL,"water",-41.25415348412733,174.9155491632492,19930,1446,3718,19930,1446,3718,19930,1446,3718,19930,3718
"","<redacted>",651000,338000,320000,954000,"2017-12-12 00:00:00",1900,"house","WI","GA",2,1,NULL,3,110,576,1,"steep_rise","Kelburn","moderate","other",-41.287247428339,174.7565997121461,5050,453,1430,5050,453,1430,5050,453,1430,5050,1430
"","<redacted>",637000,245000,395000,768000,"2017-12-06 00:00:00",1980,NULL,"XT","AA",NULL,2,NULL,4,200,737,0,"easy_to_moderate_rise","Crofton downs",NULL,NULL,-41.2540447172732,174.76331976891373,7394,640,1777,7394,640,1777,7394,640,1777,7394,1777
"","<redacted>",223000,79000,150000,382000,"2017-12-07 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,80,790,0,"level","Stokes valley","none","none",-41.18362936195937,174.97778771331747,30111,1026,4232,30111,1026,4232,30111,1026,4232,30111,4232
"","<redacted>",543000,307000,244000,880000,"2017-12-06 00:00:00",1900,"house","WT","AA",NULL,2,NULL,3,140,250,0,"level","Hataitai","none","none",-41.30256150907334,174.7981471528939,2514,289,758,2514,289,758,2514,289,758,2514,758
"","<redacted>",455000,413000,42000,556000,"2017-12-12 00:00:00",1920,"house","WI","AA",1,1,NULL,2,76,921,1,"level","Breaker bay","slight","water",-41.3304122040761,174.8282802314238,10351,105,1658,10351,105,1658,10351,105,1658,10351,1658
"","<redacted>",462000,163000,308000,656000,"2017-12-10 00:00:00",1970,NULL,"WI","AA",NULL,2,NULL,3,130,685,0,"level","Newlands",NULL,NULL,-41.22246798355714,174.8342437435412,13070,601,2891,13070,601,2891,13070,601,2891,13070,2891
